2761,1999,The Beatles: Celebration,Mark Devito,Geoffrey Giuliano,Geoffrey Giuliano, Documentary
2763,1985,The Holcroft Covenant,John Frankenheimer,Robert Ludlum,Michael Caine, Action
2766,2001,Mujhe Kucch Kehna Hai,Satish Kaushik,Rumi Jaffery,Tusshar Kapoor, Drama
2767,1944,Since You Went Away,John Cromwell,Margaret Buell Wilder,Claudette Colbert, Drama
2768,2002,Callas Forever,Franco Zeffirelli,Franco Zeffirelli,Fanny Ardant, Biography
2771,1984,Top Secret!,Jim Abrahams,Jim Abrahams,Val Kilmer, Comedy
2772,1968,Where Angels Go,James Neilson,Blanche Hanalis,Rosalind Russell, Comedy
2773,1973,Cleopatra Jones,Jack Starrett,Max Julien,Tamara Dobson, Action
2775,2002,Friday After Next,Marcus Raboy,Ice Cube,Ice Cube, Comedy
2779,2003,Dr. Seuss' The Cat in the Hat,Bo Welch,Dr. Seuss,Mike Myers, Adventure
2780,1998,Dark City,Alex Proyas,Alex Proyas,Rufus Sewell, Mystery
2782,1995,Braveheart,Mel Gibson,Randall Wallace,Mel Gibson, Biography
2783,1993,Hocus Pocus,Kenny Ortega,David Kirschner,Bette Midler, Comedy
2784,1972,Man of La Mancha,Arthur Hiller,Dale Wasserman,Peter O'Toole, Drama
2785,2003,Inhabited,Kelly Sandefur,Rick Drew,Megan Gallagher, Drama
2786,2000,Seance,Kiyoshi Kurosawa,Mark McShane,Kôji Yakusho, Drama
2790,1997,T.N.T.,Robert Radler,Chuck Konzelman,Olivier Gruner, Action
2791,1999,The Adventures of Elmo in Grouchland,Gary Halvorson,Mitchell Kriegman,Kevin Clash, Adventure
2792,1975,Aandhi,Gulzar,Kamleshwar,Suchitra Sen, Drama
2794,1957,The Curse of Frankenstein,Terence Fisher,Jimmy Sangster,Peter Cushing, Horror
2798,1969,The Computer Wore Tennis Shoes,Robert Butler,Joseph L. McEveety,Kurt Russell, Comedy
2800,2001,Serendipity,Peter Chelsom,Marc Klein,John Cusack, Comedy
2804,1999,Muppets From Space,Tim Hill,Jerry Juhl,Dave Goelz, Adventure
2806,2000,The President's Man,Eric Norris,Bob Gookin,Chuck Norris, Action
2809,2005,Beauty Shop,Bille Woodruff,Elizabeth Hunter,Queen Latifah, Comedy
2811,1990,Roger Waters: The Wall: Live in Berlin,Ken O'Neill,Roger Waters,Bryan Adams, Documentary
2814,2002,Interview with the Assassin,Neil Burger,Neil Burger,Dylan Haggerty, Drama
2819,1998,Break Up,Paul Marcus,Anne Amanda Opotowsky,Kiefer Sutherland, Thriller
2821,1985,Twice in a Lifetime,Bud Yorkin,Colin Welland,Gene Hackman, Drama
2823,1985,D.A.R.Y.L.,Simon Wincer,David Ambrose,Mary Beth Hurt, Family
2831,1958,Indiscreet,Stanley Donen,Norman Krasna,Cary Grant, Comedy
2832,2001,When Good Ghouls Go Bad,Patrick Read Johnson,R.L. Stine,Christopher Lloyd, Comedy
2834,1961,Blue Hawaii,Norman Taurog,Allan Weiss,Elvis Presley, Comedy
2840,1977,Fantasm Comes Again,Colin Eggleston,Ross Dimsey,Rick Cassidy, Comedy
2841,1976,Burnt Offerings,Dan Curtis,Robert Marasco,Karen Black, Horror
2842,1985,The Slugger's Wife,Hal Ashby,Neil Simon,Michael O'Keefe, Comedy
2843,2005,Last Days,Gus Van Sant,Gus Van Sant,Michael Pitt, Drama
2845,2003,The Legend of Johnny Lingo,Steven Ramirez,Riwia Brown,George Henare, Action
2848,1961,The Hustler,Robert Rossen,Sidney Carroll,Paul Newman, Drama
2851,1993,Falling Down,Joel Schumacher,Ebbe Roe Smith,Michael Douglas, Crime
2853,1982,Silent Rage,Michael Miller,Joseph Fraley,Chuck Norris, Action
2855,1994,L'Enfer,Claude Chabrol,Claude Chabrol,Emmanuelle Béart, Crime
2856,2004,The Holy Girl,Lucrecia Martel,Juan Pablo Domenech,Mercedes Morán, Drama
2857,1965,The Spy Who Came In from the Cold,Martin Ritt,John le Carré,Richard Burton, Drama
2860,2000,Britannic,Brian Trenchard-Smith,Brett Thompson,Edward Atterton, Action
2862,1991,The Silence of the Lambs,Jonathan Demme,Thomas Harris,Jodie Foster, Crime
2866,1999,Message in a Bottle,Luis Mandoki,Nicholas Sparks,Kevin Costner, Drama
2868,1987,Maid to Order,Amy Holden Jones,Amy Holden Jones,Ally Sheedy, Fantasy
2869,2001,A Glimpse of Hell,Mikael Salomon,Charles C. Thompson II,James Caan, Drama
2872,1998,Jeff Foxworthy: Totally Committed,Keith Truesdell,Jeff Foxworthy,Jeff Foxworthy, Documentary
2873,1972,Joe Kidd,John Sturges,Elmore Leonard,Clint Eastwood, Western
2874,2003,Elf,Jon Favreau,David Berenbaum,Will Ferrell, Comedy
2876,1997,Addicted to Love,Griffin Dunne,Robert Gordon,Meg Ryan, Comedy
2880,1975,The Wind and the Lion,John Milius,John Milius,Sean Connery, Action
2882,1988,The Accidental Tourist,Lawrence Kasdan,Anne Tyler,William Hurt, Drama
2883,1991,Another You,Maurice Phillips,Ziggy Steinberg,Richard Pryor, Comedy
2884,1999,The Five Senses,Jeremy Podeswa,Jeremy Podeswa,Molly Parker, Comedy
2887,1972,Koshish,Gulzar,Gulzar,Sanjeev Kumar, Drama
2896,1980,The Last Metro,François Truffaut,François Truffaut,Catherine Deneuve, Drama
2897,1990,Gremlins 2: The New Batch,Joe Dante,Chris Columbus,Zach Galligan, Comedy
2898,1958,Marjorie Morningstar,Irving Rapper,Everett Freeman,Gene Kelly, Drama
2899,2004,Riding Giants,Stacy Peralta,Stacy Peralta,Laird Hamilton, Documentary
2900,1970,Two Mules for Sister Sara,Don Siegel,Budd Boetticher,Clint Eastwood, Adventure
2903,1952,Scaramouche,George Sidney,Ronald Millar,Stewart Granger, Action
2904,1990,Danielle Steel's Kaleidoscope,Jud Taylor,Danielle Steel,Jaclyn Smith, Drama
2905,1998,Croupier,Mike Hodges,Paul Mayersberg,Clive Owen, Crime
2906,2000,Jackie Chan Presents Gen-Y Cops,Benny Chan,Kiu-Ying Chan,Mark Hicks, Action
2908,1994,Richie Rich,Donald Petrie,Neil Tolkin,Macaulay Culkin, Comedy
2910,1962,If a Man Answers,Henry Levin,Richard Morris,Sandra Dee, Comedy
2911,1997,The Alarmist,Evan Dunsky,Keith Reddin,David Arquette, Comedy
2913,2004,Finding Neverland,Marc Forster,Allan Knee,Johnny Depp, Biography
2916,1994,The Last Seduction,John Dahl,Steve Barancik,Linda Fiorentino, Crime
2919,2004,The Other Side of the Street,Marcos Bernstein,Marcos Bernstein,Fernanda Montenegro, Thriller
2920,1987,Baby Boom,Charles Shyer,Nancy Meyers,Diane Keaton, Comedy
2923,1992,Boris and Natasha,Charles Martin Smith,Jay Ward,Sally Kellerman, Action
2924,2001,Point Men,John Glen,Steven Hartov,Christopher Lambert, Action
2925,2002,Virginia's Run,Peter Markle,Valarie Trapp,Gabriel Byrne, Drama
2926,1975,Innocents with Dirty Hands,Claude Chabrol,Richard Neely,Romy Schneider, Crime
2930,1938,Little Miss Broadway,Irving Cummings,Harry Tugend,Shirley Temple, Drama
2931,2000,Cutaway,Guy Manos,Tony Griffin,Tom Berenger, Action
2935,1965,The Knack...and How to Get It,Richard Lester,Charles Wood,Rita Tushingham, Comedy
2936,1963,Kingdom of Crooked Mirrors,Aleksandr Rou,Lev Arkadyev,Olga Yukina, Family
2937,1987,The Gate,Tibor Takács,Michael Nankin,Stephen Dorff, Fantasy
2939,2004,Michael Moore Hates America,Michael Wilson,Michael Wilson,Mike Abraham, Documentary
2940,1999,Existenz,David Cronenberg,David Cronenberg,Jude Law, Horror
2941,1932,Love Me Tonight,Rouben Mamoulian,Samuel Hoffenstein,Maurice Chevalier, Comedy
2944,1994,Hoop Dreams,Steve James,Steve James,William Gates, Documentary
2945,1979,10,Blake Edwards,Blake Edwards,Dudley Moore, Comedy
2948,1998,Razor Blade Smile,Jake West,Jake West,Eileen Daly, Horror
2949,1998,Polish Wedding,Theresa Connelly,Theresa Connelly,Claire Danes, Comedy
2951,1996,Normal Life,John McNaughton,Peg Haller,Ashley Judd, Crime
2953,1987,Moonstruck,Norman Jewison,John Patrick Shanley,Cher, Comedy
2954,1982,My Favorite Year,Richard Benjamin,Norman Steinberg,Peter O'Toole, Comedy
2955,1991,The Commitments,Alan Parker,Roddy Doyle,Robert Arkins, Comedy
2956,1995,Lie Down with Dogs,Wally White,Wally White,Wally White, Comedy
2958,2002,The Sea is Watching,Kei Kumai,Kei Kumai,Misa Shimizu, Romance
2960,2004,The Ladykillers,Ethan Coen,Joel Coen,Tom Hanks, Comedy
2962,1973,Coffy,Jack Hill,Jack Hill,Pam Grier, Action
2963,1983,L'Argent,Robert Bresson,Leo Tolstoy,Christian Patey, Crime
2964,1982,The Night of the Shooting Stars,Paolo Taviani,Paolo Taviani,Omero Antonutti, Drama
2965,1957,The Seventh Seal,Ingmar Bergman,Ingmar Bergman,Max von Sydow, Drama
2966,2002,Awara Paagal Deewana,Vikram Bhatt,Anand S. Vardhan,Akshay Kumar, Action
2967,1993,Cronos,Guillermo del Toro,Guillermo del Toro,Federico Luppi, Horror
2971,1996,Burn Up W,Hiroshi Negishi,Katsuhiko Kochiba,Yuka Imai, Animation
2972,2002,American Psycho 2,Morgan J. Freeman,Alex Sanger,Mila Kunis, Horror
2974,2004,Yu-Gi-Oh!: The Movie,Hatsuki Tsuji,Masahiro Hikokubo,Dan Green, Animation
2977,2002,Teknolust,Lynn Hershman-Leeson,Lynn Hershman-Leeson,Tilda Swinton, Comedy
2978,1981,Shakespeare Tragedies: Othello,Franklin Melton,William Shakespeare,William Marshall, Drama
2980,1951,The Desert Fox,Henry Hathaway,Nunnally Johnson,James Mason, Biography
2986,1992,Man Bites Dog,Rémy Belvaux,Rémy Belvaux,Benoît Poelvoorde, Comedy
2988,2000,About Adam,Gerard Stembridge,Gerard Stembridge,Stuart Townsend, Comedy
2989,1951,The Thing From Another World,Christian Nyby,Charles Lederer,Kenneth Tobey, Horror
2992,2003,The Rundown,Peter Berg,R.J. Stewart,Dwayne Johnson, Action
2995,1997,Things I Left in Havana,Manuel Gutiérrez Aragón,Abilio Estévez,Jorge Perugorría, Comedy
2997,1955,The Court-Martial of Billy Mitchell,Otto Preminger,Milton Sperling,Gary Cooper, Biography
2999,2003,Bad Bizness,Jim Wynorski,Sean McGinly,Traci Bingham, Crime
3000,1989,The January Man,Pat O'Connor,John Patrick Shanley,Kevin Kline, Action
3002,1981,Knightriders,George A. Romero,George A. Romero,Ed Harris, Action
3009,1968,Hellfighters,Andrew V. McLaglen,Clair Huffaker,John Wayne, Action
3011,2001,Danny in the Sky,Denis Langlois,Bertrand Lachance,Richard Angrignon, Drama
3015,2004,The Final Cut,Omar Naim,Omar Naim,Robin Williams, Drama
3017,1985,Cocoon,Ron Howard,Tom Benedek,Don Ameche, Comedy
3021,2003,House of the Dead,Uwe Boll,Mark A. Altman,Jonathan Cherry, Action
3024,2001,In Praise of Love,Jean-Luc Godard,Jean-Luc Godard,Bruno Putzulu, Drama
3025,2000,Ah! My Goddess: The Movie,Hiroaki Gôda,Kôsuke Fujishima,Bridget Hoffman, Animation
3026,1981,The Four Seasons,Alan Alda,Alan Alda,Alan Alda, Comedy
3029,1998,T-Rex: Back to the Cretaceous: IMAX,Brett Leonard,Andrew Gellis,Peter Horton, Adventure
3035,1989,Cousins,Joel Schumacher,Jean-Charles Tacchella,Ted Danson, Comedy
3036,2003,Killing Words,Laura Mañá,Jordi Galceran,Darío Grandinetti, Crime
3038,1992,Royal Tramp,Jing Wong,Jing Wong,Stephen Chow, Action
3042,1994,A Million to Juan,Paul Rodriguez,Robert Grasmere,Paul Rodriguez, Comedy
3043,1995,Lord of Illusions,Clive Barker,Clive Barker,Scott Bakula, Horror
3045,1997,Mean Guns,Albert Pyun,Andrew Witham,Christopher Lambert, Action
3047,1989,The Fabulous Baker Boys,Steve Kloves,Steve Kloves,Jeff Bridges, Comedy
3048,1990,Two Evil Eyes,Dario Argento,Dario Argento,Adrienne Barbeau, Horror
3049,1976,At the Earth's Core,Kevin Connor,Edgar Rice Burroughs,Doug McClure, Adventure
3054,2003,I'm Not Scared,Gabriele Salvatores,Niccolò Ammaniti,Aitana Sánchez-Gijón, Crime
3058,1979,Escape from Alcatraz,Don Siegel,J. Campbell Bruce,Clint Eastwood, Biography
3059,1989,Black Rainbow,Mike Hodges,Mike Hodges,Rosanna Arquette, Horror
3061,1999,One Love: The Bob Marley All-Star Tribute,Ron de Moraes,Terence Dackombe,Erykah Badu, Music
3063,2004,Crimson Rivers 2: Angels of the Apocalypse,Olivier Dahan,Luc Besson,Jean Reno, Action
3065,1977,For the Love of Benji,Joe Camp,Joe Camp,Patsy Garrett, Adventure
3066,1948,Loves of Carmen,Charles Vidor,Helen Deutsch,Rita Hayworth, Adventure
3069,2005,Strawberry Shortcake: Dress Up Days,Marsha Goodman,Phil Harnage,Sarah Heinke, Animation
3071,1973,The Way We Were,Sydney Pollack,Arthur Laurents,Barbra Streisand, Drama
3072,1992,Aileen Wuornos: The Selling of a Serial Killer,Nick Broomfield,Nick Broomfield,Jesse 'The Human Bomb' Aviles, Documentary
3077,1997,Turbulence,Robert Butler,Jonathan Brett,Ray Liotta, Action
3080,1966,Duel at Diablo,Ralph Nelson,Marvin H. Albert,James Garner, Western
3082,1985,Murphy's Romance,Martin Ritt,Max Schott,Sally Field, Comedy
3084,1975,Rollerball,Norman Jewison,William Harrison,James Caan, Action
3085,2000,Little Nicky,Steven Brill,Tim Herlihy,Adam Sandler, Comedy
3086,1994,The Road to Wellville,Alan Parker,T. Coraghessan Boyle,Anthony Hopkins, Comedy
3087,1995,Kristin Lavransdatter,Liv Ullmann,Liv Ullmann,Linus Aaberg, Drama
3090,1985,Red Sonja,Richard Fleischer,Robert E. Howard,Arnold Schwarzenegger, Action
3091,2000,Live Nude Girls Unite!,Vicky Funari,Vicky Funari,Julia Query, Documentary
3093,1968,Barbarella,Roger Vadim,Jean-Claude Forest,Jane Fonda, Adventure
3094,2001,According to Spencer,Shane Edelman,Marissa Ribisi,Jesse Bradford, Comedy
3095,1984,Birdy,Alan Parker,William Wharton,Matthew Modine, Drama
3098,1990,Three Men and a Little Lady,Emile Ardolino,Coline Serreau,Tom Selleck, Comedy
3101,1997,Dangerous Ground,Darrell Roodt,Greg Latter,Ice Cube, Action
3102,1978,Damien: Omen II,Don Taylor,Harvey Bernhard,William Holden, Horror
3103,1974,Candy Stripe Nurses,Alan Holleb,Alan Holleb,Candice Rialson, Comedy
3105,1975,Friday Foster,Arthur Marks,Orville H. Hampton,Pam Grier, Action
3106,1990,Ghost,Jerry Zucker,Bruce Joel Rubin,Patrick Swayze, Drama
3108,1995,Junkers Come Here,Jun'ichi Satô,Hiroichi Fuse,Brittney Wilson, Animation
3109,1987,Nekromantik,Jörg Buttgereit,Jörg Buttgereit,Bernd Daktari Lorenz, Horror
3111,2000,Nora,Pat Murphy,Brenda Maddox,Ewan McGregor, Biography
3113,1997,Dante's Peak,Roger Donaldson,Leslie Bohem,Pierce Brosnan, Action
3115,2001,Kabhi Khushi Kabhie Gham,Karan Johar,Karan Johar,Shah Rukh Khan, Drama
3118,2001,Inbred Rednecks,Joshua P. Warren,Joshua P. Warren,Mark-Ellis Bennett, Comedy
3119,1997,Lewis and Clark: The Journey of the Corps of Discovery,Ken Burns,Ken Burns,Hal Holbrook, Documentary
3120,1955,Rififi,Jules Dassin,Auguste Le Breton,Jean Servais, Crime
3121,1943,Ossessione,Luchino Visconti,Luchino Visconti,Clara Calamai, Crime
3123,2004,Art Heist,Bryan Goeres,Diane Fine,Ellen Pompeo, Action
3127,1995,The Mangler,Tobe Hooper,Tobe Hooper,Robert Englund, Horror
3128,1984,Starman,John Carpenter,Bruce A. Evans,Jeff Bridges, Romance
3131,1981,Kaalia,Tinnu Anand,Inder Raj Anand,Amitabh Bachchan, Action
3132,1998,Rasen,Jôji Iida,Jôji Iida,Kôichi Satô, Drama
3135,1991,Frankie and Johnny,Garry Marshall,Terrence McNally,Al Pacino, Comedy
3137,1915,Les Vampires,Louis Feuillade,Louis Feuillade,Musidora, Action
3138,2004,Blade: Trinity,David S. Goyer,David S. Goyer,Wesley Snipes, Action
3140,1980,Fist of Fear,Matthew Mallinson,Ron Harvey,Bruce Lee, Documentary
3145,1993,Lost in Yonkers,Martha Coolidge,Neil Simon,Richard Dreyfuss, Comedy
3148,1996,The English Patient,Anthony Minghella,Michael Ondaatje,Ralph Fiennes, Drama
3149,2003,Pompeii: The Last Day,Peter Nicholson,Edward Canfor-Dumas,Alisdair Simpson, Drama
3151,2004,Napoleon Dynamite,Jared Hess,Jared Hess,Jon Heder, Comedy
3153,1965,Doctor Zhivago,David Lean,Boris Pasternak,Omar Sharif, Drama
3157,1964,I Am Cuba,Mikhail Kalatozov,Enrique Pineda Barnet,Sergio Corrieri, Drama
3159,1983,The Hunger,Tony Scott,Ivan Davis,Catherine Deneuve, Drama
3161,2001,Scary Movie 2,Keenen Ivory Wayans,Shawn Wayans,Anna Faris, Comedy
3164,1937,Stella Dallas,King Vidor,Sarah Y. Mason,Barbara Stanwyck, Drama
3166,1945,Charlie Chan: The Shanghai Cobra,Phil Karlson,George Callahan,Sidney Toler, Comedy
3168,1987,Evil Dead 2: Dead by Dawn,Sam Raimi,Sam Raimi,Bruce Campbell, Comedy
3174,2002,Stealing Harvard,Bruce McCulloch,Martin Hynes,Jason Lee, Comedy
3176,1986,The Decline of the American Empire,Denys Arcand,Denys Arcand,Dominique Michel, Comedy
3181,2000,Batman Beyond: Return of the Joker,Curt Geda,Bob Kane,Will Friedle, Animation
3182,1997,Private Parts,Betty Thomas,Howard Stern,Howard Stern, Biography
3184,1985,Desert Hearts,Donna Deitch,Jane Rule,Helen Shaver, Drama
3187,1984,Grand Canyon: Hidden Secrets: IMAX,Kieth Merrill,Kieth Merrill,Daniel T. Majetich, Documentary
3189,1998,The Treat,Jonathan Gems,Jonathan Gems,Julie Delpy, Comedy
3191,2000,Tha EastSidaz,Michael Martin,Michael Martin,Snoop Dogg, Action
3192,1991,Double Impact,Sheldon Lettich,Sheldon Lettich,Jean-Claude Van Damme, Action
3197,2004,Around the World in 80 Days,Frank Coraci,Jules Verne,Jackie Chan, Action
3199,1998,Tactical Assault,Mark Griffiths,David Golden,Rutger Hauer, Action
3200,1973,Charley Varrick,Don Siegel,John Reese,Walter Matthau, Action
3202,1993,Bride with White Hair 2,Ronny Yu,Kee-To Lam,Brigitte Lin, Fantasy
3204,2003,SpiderBabe,Johnny Crash,John Paul Fedele,Erin Brown, Adventure
3209,2002,My Left Eye Sees Ghosts,Johnnie To,Ka-Fai Wai,Sammi Cheng, Comedy
3212,1996,George Carlin: George's Best Stuff,Rocco Urbisci,George Carlin,George Carlin, Documentary
3215,1999,Judy Berlin,Eric Mendelsohn,Eric Mendelsohn,Barbara Barrie, Comedy
3216,1986,Children of a Lesser God,Randa Haines,Mark Medoff,William Hurt, Drama
3222,1994,Guarding Tess,Hugh Wilson,Hugh Wilson,Shirley MacLaine, Comedy
3224,1930,All Quiet on the Western Front,Lewis Milestone,Erich Maria Remarque,Lew Ayres, Drama
3225,1987,A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,Wes Craven,Heather Langenkamp, Fantasy
3226,1938,Bringing Up Baby,Howard Hawks,Dudley Nichols,Katharine Hepburn, Comedy
3228,1990,Heart Condition,James D. Parriott,James D. Parriott,Bob Hoskins, Comedy
3231,1994,Picture Bride,Kayo Hatta,Kayo Hatta,Yûki Kudô, Drama
3232,1976,The Enforcer,James Fargo,Harry Julian Fink,Clint Eastwood, Action
3240,1952,Bend of the River,Anthony Mann,Borden Chase,James Stewart, Action
3242,1998,Like It Is,Paul Oremland,Robert Gray,Steve Bell, Drama
3245,1972,Avanti!,Billy Wilder,Samuel A. Taylor,Jack Lemmon, Comedy
3248,1946,Make Mine Music,Robert Cormack,Homer Brightman,Nelson Eddy, Animation
3249,2000,Race Against Time,Geoff Murphy,Cary Solomon,Eric Roberts, Action
3251,2004,Avalanche: Nature Unleashed,Mark Roper,John Sheppard,Andrew Lee Potts, Action
3256,2003,Swimming Pool,François Ozon,François Ozon,Charlotte Rampling, Crime
3258,2002,State Property,Abdul Malik Abbott,Abdul Malik Abbott,Beanie Sigel, Drama
3260,1928,The Man Who Laughs,Paul Leni,Victor Hugo,Mary Philbin, Drama
3264,1993,Aspen Extreme,Patrick Hasburgh,Patrick Hasburgh,Paul Gross, Drama
3265,1990,The Grifters,Stephen Frears,Jim Thompson,Anjelica Huston, Crime
3267,1994,Muriel's Wedding,P.J. Hogan,P.J. Hogan,Toni Collette, Comedy
3268,1988,The Blob,Chuck Russell,Theodore Simonson,Shawnee Smith, Horror
3269,1962,The Longest Day,Ken Annakin,Cornelius Ryan,John Wayne, Action
3270,1993,Where the Rivers Flow North,Jay Craven,Howard Frank Mosher,Rip Torn, Drama
3272,1988,Everybody's All American,Taylor Hackford,Frank Deford,Jessica Lange, Drama
3274,1998,Half Baked,Tamra Davis,Dave Chappelle,Dave Chappelle, Comedy
3276,1987,Cry Freedom,Richard Attenborough,John Briley,Denzel Washington, Biography
3279,1967,Charlie the Lonesome Cougar,Winston Hibler,Jack Speirs,Ron Brown, Adventure
3280,2003,Return to the Bat Cave: The Misadventures of Adam and Burt,Paul A. Kaufman,Duane Poole,Adam West, Action
3282,2004,Sideways,Alexander Payne,Rex Pickett,Paul Giamatti, Comedy
3285,1986,Flight of the Navigator,Randal Kleiser,Mark H. Baker,Joey Cramer, Adventure
3286,2003,Tsui Hark's Vampire Hunters,Wellson Chin,Hark Tsui,Ken Chang, Horror
3289,2001,My Louisiana Sky,Adam Arkin,Kimberly Willis Holt,Juliette Lewis, Drama
3292,1956,The Great Locomotive Chase,Francis D. Lyon,Lawrence Edward Watkin,Fess Parker, Action
3295,1988,Action Jackson,Craig R. Baxley,Robert Reneau,Carl Weathers, Action
3298,2000,Baller Blockin,Steven Esteb,Steven Esteb,B.G., Action
3301,1994,Burnt by the Sun,Nikita Mikhalkov,Nikita Mikhalkov,Nikita Mikhalkov, Drama
3302,1989,Speaking Parts,Atom Egoyan,Atom Egoyan,Michael McManus, Drama
3304,1970,Taste the Blood of Dracula,Peter Sasdy,Anthony Hinds,Christopher Lee, Drama
3305,1963,Son of Flubber,Robert Stevenson,Bill Walsh,Fred MacMurray, Comedy
3306,1990,Bad Influence,Curtis Hanson,David Koepp,Rob Lowe, Drama
3309,2001,The Pledge,Sean Penn,Friedrich Dürrenmatt,Jack Nicholson, Crime
3310,1984,All of Me,Carl Reiner,Edwin Davis,Steve Martin, Comedy
3311,2002,Vampire Clan,John Webb,Aaron Pope,Drew Fuller, Drama
3312,2001,Original Sin,Michael Cristofer,Cornell Woolrich,Antonio Banderas, Drama
3314,1989,Mighty Quinn,Carl Schenkel,Albert Z. Carr,Denzel Washington, Action
3315,1941,The Maltese Falcon,John Huston,John Huston,Humphrey Bogart, Film-Noir
3317,1983,Lianna,John Sayles,John Sayles,Linda Griffiths, Drama
3319,1990,Sorority House Massacre II,Jim Wynorski,J.B. Rogers,Gail Thackray, Comedy
3320,2002,About a Boy,Chris Weitz,Nick Hornby,Hugh Grant, Comedy
3321,1999,In Dreams,Neil Jordan,Bari Wood,Annette Bening, Drama
3325,1998,Devil in the Flesh,Steve Cohen,Kurt Anderson,Rose McGowan, Drama
3326,1996,Chain Reaction,Andrew Davis,Arne Schmidt,Keanu Reeves, Action
3331,1971,Bananas,Woody Allen,Woody Allen,Woody Allen, Comedy
3336,2000,Psycho Beach Party,Robert Lee King,Charles Busch,Lauren Ambrose, Comedy
3337,2004,Monster Island,Jack Perez,Jack Perez,Carmen Electra, Adventure
3338,2004,Very Best of Cher: The Video Hits Collection,Cher,Cher,Rob Camilletti, Music
3340,2004,Black Cloud,Ricky Schroder,Ricky Schroder,Eddie Spears, Drama
3347,2003,Honey,Bille Woodruff,Alonzo Brown,Jessica Alba, Drama
3348,2001,George Carlin: Complaints and Grievances,Rocco Urbisci,George Carlin,George Carlin, Documentary
3350,2000,Reindeer Games,John Frankenheimer,Ehren Kruger,Ben Affleck, Action
3355,1997,The Ice Storm,Ang Lee,Rick Moody,Kevin Kline, Drama
3356,1940,The Howards of Virginia,Frank Lloyd,Sidney Buchman,Cary Grant, Drama
3360,1946,Wanted for Murder,Lawrence Huntington,Percy Robinson,Eric Portman, Crime
3364,1998,The Parent Trap,Nancy Meyers,Erich Kästner,Lindsay Lohan, Adventure
3368,2000,The Family Man,Brett Ratner,David Diamond,Nicolas Cage, Comedy
3370,1991,Murder in New Hampshire,Joyce Chopra,William Wood,Helen Hunt, Crime
3375,1987,Extreme Prejudice,Walter Hill,John Milius,Nick Nolte, Action
3379,1995,Strange Days,Kathryn Bigelow,James Cameron,Ralph Fiennes, Action
3385,2002,28 Days Later,Danny Boyle,Alex Garland,Cillian Murphy, Drama
3386,2000,Blacktop,T.J. Scott,Kevin Lund,Meat Loaf, Drama
3387,1916,Intolerance,D.W. Griffith,D.W. Griffith,Lillian Gish, Drama
3389,1972,Lone Wolf and Cub: Sword of Vengeance,Kenji Misumi,Kazuo Koike,Tomisaburô Wakayama, Action
3393,1979,Tourist Trap,David Schmoeller,David Schmoeller,Chuck Connors, Horror
3397,1985,Once Bitten,Howard Storm,Dimitri Villard,Lauren Hutton, Comedy
3398,1979,The Apple Dumpling Gang Rides Again,Vincent McEveety,Don Tait,Tim Conway, Comedy
3401,1987,The Whales of August,Lindsay Anderson,David Berry,Bette Davis, Drama
3406,2002,Our America,Ernest R. Dickerson,LeAlan Jones,Josh Charles, Drama
3408,1998,High Art,Lisa Cholodenko,Lisa Cholodenko,Radha Mitchell, Drama
3411,2004,Everyone,Bill Marchant,Bill Marchant,Katherine Billings, Comedy
3413,1961,Victim,Basil Dearden,Janet Green,Dirk Bogarde, Drama
3414,1995,Pocahontas,Mike Gabriel,Carl Binder,Mel Gibson, Animation
3416,1987,Masters of the Universe,Gary Goddard,David Odell,Dolph Lundgren, Action
3418,1993,Sister Act 2: Back in the Habit,Bill Duke,Paul Rudnick,Whoopi Goldberg, Comedy
3420,1992,Thunderheart,Michael Apted,John Fusco,Val Kilmer, Crime
3421,1982,The Return of Martin Guerre,Daniel Vigne,Jean-Claude Carrière,Gérard Depardieu, Biography
3423,1968,Where Eagles Dare,Brian G. Hutton,Alistair MacLean,Richard Burton, Action
3424,2001,The Pool,Boris von Sychowski,Lorenz Stassen,Kristen Miller, Horror
3426,1938,Flash Gordon's Trip to Mars,Ford Beebe,Ray Trampe,Buster Crabbe, Action
3427,2002,Men in Black II,Barry Sonnenfeld,Lowell Cunningham,Tommy Lee Jones, Action
3429,1996,Goodbye South,Hsiao-Hsien Hou,T'ien-wen Chu,Jieh-Wen King, Crime
3432,1964,The Moon-Spinners,James Neilson,Michael Dyne,Hayley Mills, Family
3433,1992,Forever Young,Steve Miner,J.J. Abrams,Mel Gibson, Drama
3434,2002,The Mothman Prophecies,Mark Pellington,Richard Hatem,Richard Gere, Drama
3436,1976,Embryo,Ralph Nelson,Anita Doohan,Rock Hudson, Horror
3438,1997,Sharpe 12: Sharpe's Revenge,Tom Clegg,Bernard Cornwell,Sean Bean, Action
3443,1976,Stay Hungry,Bob Rafelson,Charles Gaines,Jeff Bridges, Comedy
3445,2002,Chopin: Desire for Love,Jerzy Antczak,Jerzy Antczak,Piotr Adamczyk, Drama
3448,1969,How to Commit Marriage,Norman Panama,Michael Kanin,Bob Hope, Comedy
3449,2003,Grand Theft Parsons,David Caffrey,Jeremy Drysdale,Johnny Knoxville, Adventure
3451,1990,State of Grace,Phil Joanou,Dennis McIntyre,Sean Penn, Action
3455,2002,Time Changer,Rich Christiano,Rich Christiano,D. David Morin, Drama
